"","GENERAL.APPEARANCE","MANNER.OF.SPEAKING","PHYSICAL.CONDITION","MENTAL.ALERTNESS","SELF.CONFIDENCE","ABILITY.TO.PRESENT.IDEAS","COMMUNICATION.SKILLS","CLASS_factor","CLASS_encoded.CLASS_factorEmployable","CLASS_encoded.CLASS_factorLessEmployable"
"2965",3,4,3,4,3,4,3,"Employable",1,0
"2966",4,4,4,4,4,4,4,"LessEmployable",0,1
"2967",4,3,3,3,4,3,4,"LessEmployable",0,1
"2968",4,4,4,4,3,4,3,"Employable",1,0
"2969",3,4,4,4,3,4,3,"Employable",1,0
"2970",5,4,4,4,4,4,4,"Employable",1,0
"2971",4,4,4,3,3,4,4,"Employable",1,0
"2972",3,4,4,3,4,4,3,"LessEmployable",0,1
"2973",4,3,2,3,2,2,3,"Employable",1,0
"2974",4,3,4,3,4,3,3,"Employable",1,0
"2975",4,4,3,4,3,4,3,"LessEmployable",0,1
"2976",4,4,4,4,3,3,3,"Employable",1,0
"2977",5,3,3,4,3,3,3,"LessEmployable",0,1
"2978",4,3,3,3,3,3,2,"Employable",1,0
"2979",3,4,4,4,4,4,4,"Employable",1,0
"2980",4,5,4,5,4,4,4,"Employable",1,0
"2981",4,4,4,3,4,4,3,"LessEmployable",0,1
"2982",4,4,4,4,3,4,4,"Employable",1,0
